Top of The Market Rating,Yahoo (1-5)Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
48.33,3.0,3,3,8,RATE,"Bankrate, Inc.",-13.36,Hold
48.23,2.8,4,3,8,MAC,Macerich Company (The),6.05,Hold
48.22,3.2,3,3,8,INVA,"Innoviva, Inc.",-9.02,Hold
48.12,2.7,4,3,12,LC,LendingClub Corporation,29.56,Hold
48.11,3.4,3,3,8,TDC,Teradata Corporation,-4.7,Hold
48.08,3.1,4,3,8,TRIP,"TripAdvisor, Inc.",12.65,Hold
48.04,2.7,4,3,8,UPS,"United Parcel Service, Inc.",2.41,Hold
48.01,3.0,3,3,8,CENX,Century Aluminum Company,-15.3,Hold
47.99,2.6,3,3,11,FEYE,"FireEye, Inc.",-5.42,Hold
47.96,2.5,5,2,8,CF,"CF Industries Holdings, Inc.",-3.05,Hold
47.94,3.5,3,3,17,AVT,"Avnet, Inc.",2.22,Hold
47.87,3.0,1,4,4,ESLT,Elbit Systems Ltd.,-17.8,Sell
47.87,3.1,3,3,11,GRPN,"Groupon, Inc.",6.38,Hold
47.82,3.3,4,3,5,PCH,Potlatch Corporation,-3.93,Hold
47.79,2.8,4,3,8,CL,Colgate-Palmolive Company,3.42,Hold
47.79,3.0,4,3,7,SF,Stifel Financial Corporation,1.75,Hold
47.72,2.7,4,3,9,OXY,Occidental Petroleum Corporation,7.16,Hold
47.71,3.1,4,3,5,SNI,"Scripps Networks Interactive, Inc",-9.6,Hold
47.7,3.0,3,3,10,CREE,"Cree, Inc.",-3.81,Hold
47.7,2.7,4,3,7,CHSP,Chesapeake Lodging Trust,-6.28,Hold
47.69,2.9,3,3,13,CHK,Chesapeake Energy Corporation,13.64,Hold
47.63,2.7,4,3,8,OFC,Corporate Office Properties Trust,-0.06,Hold
47.58,3.0,3,3,10,TAC,TransAlta Corporation,-4.51,Hold
47.49,2.8,4,3,8,DNB,Dun & Bradstreet Corporation (The),1.61,Hold
47.47,2.9,3,3,8,RH,RH,-18.48,
47.46,2.8,5,3,6,HOG,"Harley-Davidson, Inc.",13.08,Hold
47.42,2.9,5,3,8,EAT,"Brinker International, Inc.",28.7,Hold
47.38,2.7,3,3,8,WTW,Weight Watchers International Inc,-26.57,Hold
47.34,3.0,1,6,5,MLI,"Mueller Industries, Inc.",10.68,
47.33,5.0,3,3,3,XEL,Xcel Energy Inc.,-2.69,Hold
47.3,3.3,4,3,5,NLY,Annaly Capital Management Inc,-7.02,Hold
47.28,3.0,4,3,10,GNW,Genworth Financial Inc,18.69,Hold
47.27,2.8,3,3,10,SOHU,Sohu.com Inc.,-11.4,Hold
47.24,2.6,5,3,5,EE,El Paso Electric Company,0.1,Hold
47.23,2.0,1,6,6,GHC,Graham Holdings Company,-8.27,
47.22,3.0,1,6,11,REV,"Revlon, Inc.",73.71,
47.14,3.5,3,4,4,FFG,"FBL Financial Group, Inc.",-9.64,Hold
47.1,2.9,5,3,5,LVLT,"Level 3 Communications, Inc.",6.75,Hold
47.05,3.0,4,3,10,MUR,Murphy Oil Corporation,17.32,Hold
47.04,3.1,4,3,8,CVRR,"CVR Refining, LP",6.38,Hold
47.01,1.8,5,3,8,ATU,Actuant Corporation,-1.26,Hold
46.97,2.5,3,3,10,APPF,"AppFolio, Inc.",-20.68,Hold
46.93,3.1,5,3,5,CHRW,"C.H. Robinson Worldwide, Inc.",10.76,Hold
46.93,3.0,4,3,8,XOM,Exxon Mobil Corporation,3.27,Hold
46.85,3.0,3,3,10,WPG,Washington Prime Group Inc.,-8.89,Hold
46.83,2.8,4,3,10,NOV,"National Oilwell Varco, Inc.",10.98,Hold
46.79,3.5,1,5,3,FIZZ,National Beverage Corp.,-43.44,Hold
46.76,3.6,4,4,1,TMK,Torchmark Corporation,-4.44,Hold
46.75,3.4,4,4,2,POR,Portland General Electric Company,-2.81,Hold
46.69,3.3,4,3,5,MCY,Mercury General Corporation,-10.68,Hold
46.59,3.0,5,3,5,MANH,"Manhattan Associates, Inc.",6.21,Hold
46.44,3.1,3,3,7,CYOU,Changyou.com Limited,-28.88,Hold
46.44,3.2,3,3,10,DDD,3D Systems Corporation,-6.38,Hold
46.41,2.5,5,2,8,HAIN,"The Hain Celestial Group, Inc.",-12.4,Hold
46.34,2.8,5,3,7,F,Ford Motor Company,13.02,Hold
46.22,3.0,1,6,3,MORN,"Morningstar, Inc.",-9.34,
46.17,2.7,3,3,12,NAV,Navistar International Corporation,-7.17,Hold
46.08,3.0,3,3,11,TERP,"TerraForm Power, Inc.",-6.83,Hold
46.08,2.0,1,6,7,UVV,Universal Corporation,-8.53,
46.02,3.3,4,4,3,NWBI,"Northwest Bancshares, Inc.",-3.06,Hold
45.92,3.3,3,4,6,VRSN,"VeriSign, Inc.",-8.66,Hold
45.89,3.4,3,4,5,CWT,California Water  Service Group Holding,-12.99,Hold
45.85,3.3,3,3,17,GFI,Gold Fields Limited,-13.27,Hold
45.83,2.0,1,6,17,LORL,"Loral Space and Communications, Inc.",96.25,
45.82,2.4,3,6,17,BUD,Anheuser-Busch Inbev SA,9.91,Buy
45.78,3.4,4,4,2,ED,Consolidated Edison Inc,-8.66,Hold
45.71,2.7,3,3,11,FMI,"Foundation Medicine, Inc.",-16.55,Hold
45.71,2.9,4,3,8,CBL,"CBL & Associates Properties, Inc.",-6.59,Hold
45.66,3.0,4,3,8,QIWI,QIWI plc,-4.38,Hold
45.59,2.7,5,3,7,RBA,Ritchie Bros. Auctioneers Incorporated,6.03,Hold
45.58,3.0,4,3,9,RL,Ralph Lauren Corporation,1.79,Hold
45.56,3.0,4,3,9,HFC,HollyFrontier Corporation,1.68,Hold
45.52,3.2,4,3,6,QSII,"Quality Systems, Inc.",-13.54,Hold
45.48,3.3,3,4,8,EC,Ecopetrol S.A.,2.07,Hold
45.29,3.0,5,3,6,HEP,"Holly Energy Partners, L.P.",5.05,Hold
45.03,3.0,3,4,5,IRBT,iRobot Corporation,-28.16,Hold
44.89,2.8,3,3,11,IPXL,"Impax Laboratories, Inc.",-18.99,Hold
44.86,3.0,1,6,5,ZPIN,Zhaopin Limited,-4.2,
44.84,2.8,5,3,10,AUY,Yamana Gold Inc.,24.05,Hold
44.79,2.7,3,3,11,AMD,"Advanced Micro Devices, Inc.",-22.09,Hold
44.72,1.8,4,6,17,SAGE,"Sage Therapeutics, Inc.",13.32,Buy
44.72,3.2,5,3,5,APU,"AmeriGas Partners, L.P.",-0.04,Hold
44.62,3.0,3,3,11,VRX,"Valeant Pharmaceuticals International, Inc.",-15.59,Hold
44.59,2.7,5,3,17,DCP,DCP Midstream LP,15.43,Hold
44.1,3.7,3,4,6,AMKR,"Amkor Technology, Inc.",-9.58,Hold
44.07,2.7,5,3,9,URBN,"Urban Outfitters, Inc.",10.25,Hold
44.06,2.9,5,3,7,KSS,Kohl&#39;s Corporation,1.86,Hold
43.97,2.9,4,3,9,FCX,"Freeport-McMoran, Inc.",-10.36,Hold
43.92,2.7,3,3,11,SPWR,SunPower Corporation,-27.34,Hold
43.81,2.7,4,3,12,AZPN,"Aspen Technology, Inc.",3.68,Hold
43.72,2.0,3,2,17,XRX,Xerox Corporation,12.33,
43.68,3.5,1,4,8,ARR,"ARMOUR Residential REIT, Inc.",-3.77,Sell
43.55,2.9,5,3,8,SPH,"Suburban Propane Partners, L.P.",5.45,Hold
43.54,3.8,3,4,7,OMI,"Owens & Minor, Inc.",-3.76,Hold
43.53,3.5,3,6,10,SRG,Seritage Growth Properties,-9.87,Hold
43.51,3.0,3,4,17,SYT,Syngenta AG,-7.46,Hold
43.45,3.0,4,3,10,ICL,Israel Chemicals Shs,-4.28,Hold
43.45,2.8,5,3,8,TRCO,Tribune Media Company,2.38,Hold
43.44,3.0,5,3,3,MGEE,MGE Energy Inc.,-26.04,Hold
43.1,2.9,5,3,6,AMX,"America Movil, S.A.B. de C.V.",-10.58,Hold
42.89,2.4,4,6,17,CPS,Cooper-Standard Holdings Inc.,17.35,Buy
42.85,3.0,5,3,8,KMPR,Kemper Corporation,3.76,Hold
42.77,2.8,5,3,10,DDR,DDR Corp.,11.65,Hold
42.67,3.3,3,4,6,KRO,Kronos Worldwide Inc,-28.13,Hold
42.59,2.3,5,3,17,BBL,BHP Billiton plc,-4.55,Hold
42.55,3.3,5,3,8,BBBY,Bed Bath & Beyond Inc.,9.44,Hold
42.22,3.0,3,3,8,WTM,"White Mountains Insurance Group, Ltd.",-58.07,Hold
42.17,2.2,4,6,17,NTB,Bank of N.T. Butterfield & Son Limited (The),8.0,Buy
42.02,5.0,3,3,8,RDY,Dr. Reddy&#39;s Laboratories Ltd,-1.19,Hold
41.99,3.0,5,3,8,KORS,Michael Kors Holdings Limited,-1.41,Hold
41.72,3.1,5,3,9,ENLC,"EnLink Midstream, LLC",6.15,Hold
41.67,1.0,1,6,17,CSQ,Calamos Strategic Total Return Fund,0,
41.67,3.0,1,6,17,TELL,Tellurian Inc.,72.97,
41.67,1.0,1,6,17,NUV,Nuveen AMT-Free Municipal Value Fund,0,
41.46,3.1,5,3,9,RAD,Rite Aid Corporation,4.6,Hold
41.32,3.0,5,3,17,MFG,"Mizuho Financial Group, Inc.",6.62,Hold
41.24,3.0,5,3,10,APA,Apache Corporation,7.45,Hold
40.77,3.5,3,4,10,CYS,"CYS Investments, Inc.",-7.85,Hold
40.61,3.5,3,4,11,GPRO,"GoPro, Inc.",-2.2,Hold
40.58,3.7,3,4,5,WIT,Wipro Limited,-37.33,Hold
40.57,3.3,3,4,10,INOV,"Inovalon Holdings, Inc.",-14.06,Hold
39.94,1.5,5,6,17,RIO,Rio Tinto Plc,2.13,Buy
39.37,3.3,5,4,5,HMN,Horace Mann Educators Corporation,-4.63,Hold
39.26,4.0,4,3,17,PSO,"Pearson, Plc",-3.71,Hold
39.21,3.0,3,4,11,CCO,"Clear Channel Outdoor Holdings, Inc.",-23.08,Hold
39.19,3.0,1,6,5,IBOC,International Bancshares Corporation,-38.2,
39.11,3.3,4,4,11,FI,Frank&#39;s International N.V.,8.83,Hold
38.52,3.3,5,3,8,WAIR,"Wesco Aircraft Holdings, Inc.",-14.69,Hold
38.33,6,1,6,4,TPL,Texas Pacific Land Trust,0,
37.5,4.0,1,6,1,ATRI,Atrion Corporation,-52.15,
37.5,6,2,1,17,OR,Osisko Gold Royalties Ltd,0,
37.5,2.0,1,6,17,RVT,"Royce Value Trust, Inc.",0,
37.48,2.5,1,5,10,IEP,Icahn Enterprises L.P.,-27.64,Sell
37.22,6,1,6,5,NWLI,"National Western Life Group, Inc.",0,
37.22,3.0,1,6,5,UHT,Universal Health Realty Income Trust,-60.05,
37.17,2.0,5,6,17,COTV,"Cotiviti Holdings, Inc.",-1.98,Buy
36.92,4.0,1,5,8,VHI,"Valhi, Inc.",-6.83,Sell
36.75,3.7,3,4,3,CACC,Credit Acceptance Corporation,-23.69,Sell
36.52,3.6,3,4,8,DDS,"Dillard&#39;s, Inc.",-44.23,Hold
36.5,1.8,4,6,11,VEON,VEON Ltd.,30.66,
35.38,3.5,3,4,8,GOV,Government Properties Income Trust,-3.58,Sell
34.85,1.0,1,6,17,CACQ,Caesars Acquisition Company,-40.89,
34.77,6,1,6,6,CMCT,CIM Commercial Trust Corporation,-8.05,
34.57,3.0,3,6,8,JOE,St. Joe Company (The),4.11,
34.45,6,6,3,6,AMOV,"America Movil, S.A.B. de C.V.",-9.94,Hold
34.45,6,6,3,6,AMOV,"America Movil, S.A.B. de C.V.",-9.94,Hold
34.17,4.0,1,6,4,NTL,Nortel Inversora SA,-51.15,
34.0,6,1,6,1,FCNCA,"First Citizens BancShares, Inc.",-46.0,
33.96,4.0,1,5,8,GNCMA,"General Communication, Inc.",-24.6,Sell
33.89,5.0,1,6,8,TNH,"Terra Nitrogen Company, L.P.",0,
33.43,4.0,3,4,6,PSEC,Prospect Capital Corporation,-16.07,Sell
33.33,6,3,1,17,AQN,Algonquin Power & Utilities Corp.,0,
33.33,3.0,1,6,17,EVT,Eaton Vance Tax Advantaged Dividend Income Fund,0,
33.33,3.0,1,6,17,JQC,Nuveen Credit Strategies Income Fund,0,
33.33,3.0,1,6,17,BXMX,Nuveen S&P 500 Buy-Write Income Fund,0,
33.17,3.6,3,4,8,WDR,"Waddell & Reed Financial, Inc.",-14.33,Sell
32.31,3.0,1,6,10,PZE,Petrobras Argentina S.A.,-46.12,
32.13,2.8,3,6,17,APPN,Appian Corporation,-12.2,Hold
30.56,6,1,6,11,WINS,Wins Finance Holdings Inc.,0,
30.24,6,1,6,6,WMK,"Weis Markets, Inc.",-35.25,
30.0,6,1,6,17,JPS,Nuveen Quality Preferred Income Fund 2,0,Underperform
28.89,5.0,1,6,5,TR,"Tootsie Roll Industries, Inc.",-56.99,
26.16,4.0,3,5,10,SID,National Steel Company,-8.03,Sell
25.0,6,1,6,17,ADOM,"ADOMANI, Inc.",0,
25.0,6,1,6,17,FTXO,First Trust Nasdaq Bank ETF,0,
25.0,6,1,6,17,QTEC,First Trust NASDAQ-100- Technology Index Fund,0,
25.0,6,1,6,17,ACWI,iShares MSCI ACWI Index Fund,0,
25.0,6,1,6,17,QQQ,"PowerShares QQQ Trust, Series 1",0,
25.0,6,1,6,17,SRUN,Silver Run Acquisition Corporation II,0,
25.0,6,1,6,17,VONG,Vanguard Russell 1000 Growth ETF,0,
25.0,6,1,6,17,ADX,"Adams Diversified Equity Fund, Inc.",0,
25.0,6,1,6,17,AWF,Alliance World Dollar Government Fund II,0,
25.0,1.0,6,6,17,NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",0,
25.0,6,1,6,17,BBDO,Banco Bradesco Sa,0,
25.0,6,1,6,17,BTZ,BlackRock Credit Allocation Income Trust,0,
25.0,1.0,6,6,17,BDJ,Blackrock Enhanced Equity Dividend Trust,0,
25.0,6,1,6,17,CISN,Cision Ltd.,0,
25.0,6,1,6,17,UTF,"Cohen & Steers Infrastructure Fund, Inc",0,
25.0,6,1,6,17,RQI,Cohen & Steers Quality Income Realty Fund Inc,0,
25.0,1.0,6,6,17,DSL,DoubleLine Income Solutions Fund,0,
25.0,6,1,6,17,DNP,"Duff & Phelps Utilities Income, Inc.",0,
25.0,1.0,6,6,17,FPF,First Trust Intermediate Duration Preferred & Income Fund,0,
25.0,6,1,6,17,GAB,"Gabelli Equity Trust, Inc. (The)",0,
25.0,6,1,6,17,USA,Liberty All-Star Equity Fund,0,
25.0,1.0,6,6,17,NVG,Nuveen AMT-Free Municipal Credit Income Fund,0,
25.0,1.0,6,6,17,NEA,Nuveen AMT-Free Quality Municipal Income Fund,0,
25.0,1.0,6,6,17,NZF,Nuveen Municipal Credit Income Fund,0,
25.0,6,1,6,17,NAD,Nuveen Quality Municipal Income Fund,0,
25.0,6,1,6,17,PTY,Pimco Corporate & Income Opportunity Fund,0,
25.0,1.0,6,6,17,PCI,PIMCO Dynamic Credit and Mortgage Income Fund,0,
25.0,6,1,6,17,PHK,Pimco High Income Fund,0,
25.0,6,1,6,17,QCP,"Quality Care Properties, Inc.",0,
25.0,6,1,6,17,HQH,Tekla Healthcare Investors,0,
25.0,6,1,6,17,TY,Tri Continental Corporation,0,
25.0,6,1,6,17,BIF,"USLIFE Income Fund, Inc.",0,
20.83,6,2,6,17,ACWX,iShares MSCI ACWI ex US Index Fund,0,
20.83,6,2,6,17,SCZ,iShares MSCI EAFE Small-Cap ETF,0,
20.83,6,2,6,17,EUFN,iShares MSCI Europe Financials Sector Index Fund,0,
20.83,6,2,6,17,IBB,iShares Nasdaq Biotechnology Index Fund,0,
20.83,6,2,6,17,INDY,iShares S&P India Nifty 50 Index Fund,0,
20.83,6,2,6,17,VXUS,Vanguard Total International Stock ETF,0,
20.55,6,1,6,17,ANAT,American National Insurance Company,-26.7,
19.45,6,1,6,17,YERR,Yangtze River Development Limited,-33.33,
19.44,6,6,6,6,ANTX,"Anthem, Inc.",0,
16.67,6,3,6,17,FEX,First Trust Large Cap Core AlphaDEX Fund,0,
16.67,6,3,6,17,FTA,First Trust Large Cap Value AlphaDEX Fund,0,
16.67,6,3,6,17,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,0,
16.67,6,3,6,17,MCHI,iShares MSCI China ETF,0,
16.67,6,3,6,17,PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,0,
16.67,6,3,6,17,VGIT,Vanguard Intermediate -Term Government Bond ETF,0,
16.67,6,3,6,17,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,0,
16.67,6,3,6,17,VCLT,Vanguard Long-Term Corporate Bond ETF,0,
16.67,6,3,6,17,VONV,Vanguard Russell 1000 Value ETF,0,
16.67,6,3,6,17,VTWO,Vanguard Russell 2000 ETF,0,
16.67,6,3,6,17,VCSH,Vanguard Short-Term Corporate Bond ETF,0,
16.67,6,3,6,17,VGSH,Vanguard Short-Term Government ETF,0,
16.67,6,3,6,17,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,0,
16.67,3.0,6,6,17,CEM,ClearBridge Energy MLP Fund Inc.,0,
16.67,3.0,6,6,17,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,0,
16.67,3.0,6,6,17,KATE,Kate Spade & Company,0,
16.67,3.0,6,6,17,KCG,"KCG Holdings, Inc.",0,
16.67,3.0,6,6,17,NAC,Nuveen California Quality Municipal Income Fund,0,
16.67,3.0,6,6,17,NRK,Nuveen New York AMT-Free Quality Municipal,0,
16.67,3.0,6,6,17,JPC,Nuveen Preferred Income Opportunites Fund,0,
12.5,6,4,6,17,TLT,iShares 20+ Year Treasury Bond ETF,0,
8.33,6,6,6,17,AGNCB,AGNC Investment Corp.,0,
8.33,6,6,6,17,CBSHP,"Commerce Bancshares, Inc.",0,
8.33,6,6,6,17,FV,First Trust Dorsey Wright Focus 5 ETF,0,
8.33,6,6,6,17,HYLS,First Trust High Yield Long/Short ETF,0,
8.33,6,6,6,17,FTSL,First Trust Senior Loan Fund ETF,0,
8.33,6,6,6,17,HBANO,Huntington Bancshares Incorporated,0,
8.33,6,6,6,17,IXUS,iShares Core MSCI Total International Stock ETF,0,
8.33,6,6,6,17,IGF,iShares Global Infrastructure ETF,0,
8.33,6,6,6,17,PNRA,Panera Bread Company,0,
8.33,6,6,6,17,PKW,PowerShares BuyBack Achievers Portfolio,0,
8.33,6,6,6,17,PDP,PowerShares DWA Momentum Portfolio,0,
8.33,6,6,6,17,TQQQ,ProShares UltraPro QQQ,0,
8.33,6,6,6,17,VNQI,Vanguard Global ex-U.S. Real Estate ETF,0,
8.33,6,6,6,17,VMBS,Vanguard Mortgage-Backed Securities ETF,0,
8.33,6,6,6,17,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,0,
8.33,6,6,6,17,BNDX,Vanguard Total International Bond ETF,0,
8.33,6,6,6,17,CSA,VictoryShares US Small Cap Volatility Wtd ETF,0,
8.33,6,6,6,17,AXON          ,Axovant Sciences Ltd.,0,
8.33,6,6,6,17,BBN,BalckRock Taxable Municipal Bond Trust,0,
8.33,6,6,6,17,HYT,"Blackrock Corporate High Yield Fund, Inc.",0,
8.33,6,6,6,17,BTT,BlackRock Municipal Target Term Trust Inc. (The),0,
8.33,6,6,6,17,ETW,Eaton Vance Corporation,0,
8.33,6,6,6,17,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,0,
8.33,6,6,6,17,GDV,Gabelli Dividend,0,
8.33,6,6,6,17,MORE          ,"Monogram Residential Trust, Inc.",0,
8.33,6,6,6,17,PDI,PIMCO Dynamic Income Fund,0,
8.33,6,6,6,17,CTX,Qwest Corporation,0,
8.33,6,6,6,17,SPB           ,"Spectrum Brands Holdings, Inc.",0,
