Top of The Market Rating,Yahoo (1-5)Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
67.08,2.2,3,2,7,RGLD,"Royal Gold, Inc.",-2.51,Buy
67.07,2.5,2,2,5,WGP,"Western Gas Equity Partners, LP",16.56,Hold
67.05,2.0,4,2,5,HUN,Huntsman Corporation,3.94,Buy
67.04,2.7,4,2,4,UGP,Ultrapar Participacoes S.A.,14.74,Buy
67.0,2.4,2,2,3,RSG,"Republic Services, Inc.",0.31,Hold
66.99,2.3,3,2,8,SHEN,Shenandoah Telecommunications Co,39.12,Outperform
66.97,2.2,2,2,5,DD,E.I. du Pont de Nemours and Company,8.48,Hold
66.95,2.6,1,2,6,LPLA,LPL Financial Holdings Inc.,0.04,Hold
66.94,2.3,2,2,11,JUNO,"Juno Therapeutics, Inc.",0.83,Buy
66.87,2.0,4,2,11,NFX,Newfield Exploration Company,42.91,Buy
66.83,2.2,5,2,6,ARLP,"Alliance Resource Partners, L.P.",39.3,Buy
66.81,2.5,4,2,6,ENBL,"Enable Midstream Partners, LP",21.7,Buy
66.72,2.5,4,2,5,ISBC,"Investors Bancorp, Inc.",14.5,Buy
66.71,3.0,2,2,9,LTM,LATAM Airlines Group S.A.,3.6,Buy
66.7,2.5,1,2,6,ATHN,"athenahealth, Inc.",-3.95,Hold
66.67,2.4,2,2,4,MAN,ManpowerGroup,5.03,Hold
66.66,2.5,2,2,4,SYY,Sysco Corporation,7.46,Hold
66.64,2.2,3,2,9,KTOS,"Kratos Defense & Security Solutions, Inc.",8.17,Buy
66.63,2.2,3,2,9,PANW,"Palo Alto Networks, Inc.",8.12,Buy
66.59,2.7,2,2,17,OKTA,"Okta, Inc.",25.43,Hold
66.57,2.1,4,2,8,COP,ConocoPhillips,23.57,Buy
66.55,2.3,2,2,8,ENR,"Energizer Holdings, Inc.",28.45,Hold
66.54,2.0,5,2,7,HNI,HNI Corporation,39.23,Buy
66.53,2.3,3,2,8,GIL,"Gildan Activewear, Inc.",3.35,Buy
66.52,2.2,3,2,8,BID,Sotheby&#39;s,0.81,Buy
66.49,2.1,3,2,8,JD,"JD.com, Inc.",-1.9,Buy
66.49,2.5,3,2,8,SPXC,SPX Corporation,8.11,Buy
66.44,2.4,3,2,8,ZG,"Zillow Group, Inc.",5.29,Buy
66.43,1.0,5,2,17,SSL,Sasol Ltd.,7.15,Buy
66.41,2.6,4,2,5,INTC,Intel Corporation,15.11,Buy
66.41,2.2,4,2,8,MIK,"The Michaels Companies, Inc.",25.13,Buy
66.4,2.0,1,2,8,AABA,Altaba Inc.,-4.92,Hold
66.39,2.4,2,2,4,JPM,J P Morgan Chase & Co,3.34,Hold
66.37,2.4,4,2,4,WTR,"Aqua America, Inc.",3.2,Buy
66.36,2.3,2,6,8,RACE,Ferrari N.V.,-14.04,Buy
66.34,2.0,4,2,6,SKX,"Skechers U.S.A., Inc.",6.38,Buy
66.29,2.3,3,2,9,CAR,"Avis Budget Group, Inc.",8.56,Buy
66.29,2.6,4,2,5,IRM,Iron Mountain Incorporated,14.42,Buy
66.29,2.3,4,2,5,SMG,Scotts Miracle-Gro Company (The),6.89,Buy
66.28,2.1,4,2,17,EEX,"Emerald Expositions Events, Inc.",8.89,Buy
66.27,3.0,4,2,4,DCM,"NTT DOCOMO, Inc",17.64,Buy
66.24,3.0,1,6,4,ALX,"Alexander&#39;s, Inc.",1.22,Hold
66.22,2.5,3,2,6,KALU,Kaiser Aluminum Corporation,-6.87,Buy
66.21,2.4,2,2,3,ODFL,"Old Dominion Freight Line, Inc.",-4.38,Hold
66.19,2.2,2,2,5,NMFC,New Mountain Finance Corporation,3.81,Hold
66.18,2.5,2,2,5,DG,Dollar General Corporation,11.26,Hold
66.16,2.3,3,2,2,OTTR,Otter Tail Corporation,11.11,Hold
66.12,2.7,2,2,4,PNFP,"Pinnacle Financial Partners, Inc.",9.2,Hold
66.11,2.2,3,2,11,PSTG,"Pure Storage, Inc. ",18.3,Buy
66.1,1.8,4,2,8,PINC,"Premier, Inc.",13.25,Buy
66.09,2.0,3,3,17,NGG,"National Grid Transco, PLC",5.46,Buy
66.08,2.7,3,2,8,KHC,The Kraft Heinz Company,10.65,Buy
66.08,2.2,3,2,6,MT,ArcelorMittal,18.75,
66.07,2.4,3,2,11,P,"Pandora Media, Inc.",23.08,Buy
66.05,2.5,2,2,4,ETN,"Eaton Corporation, PLC",3.8,Hold
66.03,2.4,3,2,8,ZNGA,Zynga Inc.,2.82,Buy
66.03,2.4,4,2,5,SERV,"ServiceMaster Global Holdings, Inc.",7.87,Buy
65.96,2.3,1,2,7,RCI,"Rogers Communication, Inc.",-6.76,Hold
65.93,2.7,2,2,4,KLAC,KLA-Tencor Corporation,8.07,Hold
65.93,2.2,4,2,6,AIG,"American International Group, Inc.",8.91,Buy
65.9,2.3,3,2,2,LZB,La-Z-Boy Incorporated,9.59,Hold
65.89,2.3,4,2,5,SAP,SAP SE,4.5,Buy
65.83,2.3,1,2,8,GIII,"G-III Apparel Group, LTD.",-0.83,Hold
65.82,2.4,3,2,1,AMGN,Amgen Inc.,4.9,Hold
65.82,2.5,1,2,9,ABY,Atlantica Yield plc,10.74,Hold
65.82,2.2,3,2,7,NFLX,"Netflix, Inc.",-10.09,Buy
65.82,2.0,4,2,8,VECO,Veeco Instruments Inc.,16.56,Buy
65.81,2.8,2,2,3,HII,"Huntington Ingalls Industries, Inc.",3.2,Hold
65.77,2.7,2,6,2,CNI,Canadian National Railway Company,3.03,Hold
65.75,2.3,2,2,5,ST,Sensata Technologies Holding N.V.,3.69,Hold
65.7,2.4,3,2,1,FRC,FIRST REPUBLIC BANK,4.2,Hold
65.69,1.8,4,2,7,SUI,"Sun Communities, Inc.",4.15,Buy
65.67,2.3,3,2,4,SANM,Sanmina Corporation,21.55,Hold
65.67,2.3,4,2,4,VRSK,"Verisk Analytics, Inc.",-3.51,Buy
65.66,2.5,1,2,7,BIDU,"Baidu, Inc.",-3.56,Hold
65.66,2.7,3,2,11,TBPH,"Theravance Biopharma, Inc.",28.13,Buy
65.65,2.3,2,2,17,JELD,"JELD-WEN Holding, Inc.",10.74,Hold
65.63,2.1,3,2,11,BOX,"Box, Inc.",12.95,Buy
65.62,2.4,2,2,4,FWRD,Forward Air Corporation,-1.3,Hold
65.62,2.5,3,2,2,HBHC,Hancock Holding Company,12.9,Hold
65.6,2.5,2,2,5,AXTA,Axalta Coating Systems Ltd.,7.75,Hold
65.6,2.4,3,2,10,CCJ,Cameco Corporation,13.61,Buy
65.6,1.5,5,1,10,NVRO,Nevro Corp.,16.09,Buy
65.59,2.4,3,2,1,FAF,First American Corporation (The),3.56,Hold
65.58,2.4,3,2,8,PFGC,Performance Food Group Company,0.17,Buy
65.56,1.9,3,2,12,SGRY,"Surgery Partners, Inc.",14.22,Buy
65.55,2.4,3,2,2,LEG,"Leggett & Platt, Incorporated",9.97,Hold
65.55,2.6,2,2,4,WMT,"Wal-Mart Stores, Inc.",3.3,Hold
65.52,2.1,3,2,4,POOL,Pool Corporation,15.64,Hold
65.47,2.4,2,2,5,CERN,Cerner Corporation,4.46,Hold
65.45,2.6,1,3,2,FOXF,Fox Factory Holding Corp.,-10.64,Hold
65.45,3.0,1,3,3,UFCS,"United Fire Group, Inc",6.05,Hold
65.45,2.2,2,2,5,LMT,Lockheed Martin Corporation,-0.64,Hold
65.44,2.4,3,2,2,NDSN,Nordson Corporation,9.28,Hold
65.42,2.5,2,2,4,WTFC,Wintrust Financial Corporation,0.03,Hold
65.41,2.3,3,2,3,WSBC,"WesBanco, Inc.",13.31,Hold
65.4,2.6,2,2,6,TKR,Timken Company (The),15.72,Hold
65.39,1.9,4,2,9,WMGI,Wright Medical Group N.V.,18.15,Buy
65.38,2.6,3,2,1,TXRH,"Texas Roadhouse, Inc.",7.27,Hold
65.37,2.1,3,2,9,NEP,"NextEra Energy Partners, LP",-1.94,Buy
65.33,1.9,5,1,7,AMZN,"Amazon.com, Inc.",4.48,Buy
65.33,2.7,2,2,5,BPOP,"Popular, Inc.",11.14,Hold
65.31,2.2,4,2,9,PNK,"Pinnacle Entertainment, Inc.",25.22,Buy
65.29,2.6,2,2,6,MLNX,"Mellanox Technologies, Ltd.",15.08,Hold
65.29,1.0,3,3,17,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",26.46,Hold
65.28,2.1,3,2,11,CG,The Carlyle Group L.P.,10.84,Buy
65.26,3.0,1,2,8,VIA,Viacom Inc.,13.21,Hold
65.26,2.1,4,2,8,MTDR,Matador Resources Company,15.75,Buy
65.25,2.7,2,2,3,ESS,"Essex Property Trust, Inc.",-2.67,Hold
65.25,2.6,2,2,5,URI,"United Rentals, Inc.",8.18,Hold
65.24,2.0,3,2,5,HPT,Hospitality Properties Trust,18.12,Hold
65.2,2.0,3,6,10,NYRT,"New York REIT, Inc.",11.01,Buy
65.15,2.3,3,2,2,NP,"Neenah Paper, Inc.",5.07,Hold
65.11,2.3,3,2,6,NTGR,"NETGEAR, Inc.",31.52,Hold
65.11,2.2,4,2,11,WFT,Weatherford International plc,37.3,Buy
65.1,1.8,4,2,8,CDK,"CDK Global, Inc.",7.27,Buy
65.07,1.0,2,3,17,RBS,Royal Bank Scotland plc (The),0.37,Hold
65.05,2.4,3,2,11,IRWD,"Ironwood Pharmaceuticals, Inc.",16.96,Buy
65.05,2.4,1,2,8,TEX,Terex Corporation,-3.04,Hold
65.01,2.3,4,2,8,CYBR,CyberArk Software Ltd.,19.21,Buy
65.0,3.0,1,2,17,ACH,Aluminum Corporation of China Limited,-81.11,Buy
64.99,2.5,2,2,5,DLR,"Digital Realty Trust, Inc.",4.13,Hold
64.94,2.3,3,2,9,YNDX,Yandex N.V.,0.5,Buy
64.9,2.1,3,2,11,BLUE,"bluebird bio, Inc.",8.54,Buy
64.9,2.4,2,2,5,WEN,Wendy&#39;s Company (The),1.07,Hold
64.85,2.5,2,2,17,FND,"Floor & Decor Holdings, Inc.",11.73,Hold
64.85,2.1,5,2,5,TLLP,Tesoro Logistics LP,18.27,Buy
64.8,2.0,5,1,8,MANU,Manchester United Ltd.,10.47,Buy
64.78,2.2,4,2,6,SFM,"Sprouts Farmers Market, Inc.",2.04,Buy
64.78,3.0,1,3,2,NEU,NewMarket Corporation,-4.65,Hold
64.77,2.2,4,2,8,COG,Cabot Oil & Gas Corporation,15.26,Buy
64.77,1.9,4,2,8,QTS,"QTS Realty Trust, Inc.",7.77,Buy
64.77,2.4,2,3,1,TTC,Toro Company (The),-1.35,Hold
64.76,2.3,4,2,8,JCI,Johnson Controls International plc,17.73,Buy
64.75,2.5,3,3,6,VSAT,"ViaSat, Inc.",9.34,Buy
64.73,3.0,3,2,6,KT,KT Corporation,-3.28,Buy
64.72,2.3,4,2,8,PAH,Platform Specialty Products Corporation,17.47,Buy
64.72,2.5,2,2,5,Q,"Quintiles IMS Holdings, Inc.",2.51,Hold
64.71,3.0,1,2,17,UN,Unilever NV,-1.45,Hold
64.71,2.3,5,2,7,VNO,Vornado Realty Trust,35.79,Buy
64.7,2.0,5,2,5,DOC,Physicians Realty Trust,14.86,Buy
64.67,1.8,3,2,11,NEWR,"New Relic, Inc.",-0.31,Buy
64.66,2.1,4,2,7,PRAA,"PRA Group, Inc.",5.46,Buy
64.64,2.4,2,3,1,LFUS,"Littelfuse, Inc.",-2.13,Hold
64.56,2.4,2,3,2,WAT,Waters Corporation,4.01,Hold
64.48,2.6,2,3,1,LKFN,Lakeland Financial Corporation,1.89,Hold
64.47,2.5,2,2,6,TCBI,"Texas Capital Bancshares, Inc.",7.66,Hold
64.46,3.0,1,3,4,SBSI,"Southside Bancshares, Inc.",6.74,Hold
64.45,2.3,3,2,11,HALO,"Halozyme Therapeutics, Inc.",10.86,Buy
64.45,1.8,4,2,9,AJRD,"Aerojet Rocketdyne Holdings, Inc. ",10.03,Buy
64.44,3.0,3,3,17,VREX,Varex Imaging Corporation,22.22,Buy
64.44,2.1,4,2,8,EOG,"EOG Resources, Inc.",10.82,Buy
64.43,2.2,4,2,10,PTEN,"Patterson-UTI Energy, Inc.",26.58,Buy
64.43,4.0,2,2,8,LYG,Lloyds Banking Group Plc,8.25,Buy
64.42,2.0,3,2,11,ONCE,"Spark Therapeutics, Inc.",3.19,Buy
64.41,2.4,2,2,5,CTRE,"CareTrust REIT, Inc.",-1.85,Hold
64.39,2.4,3,2,2,TXN,Texas Instruments Incorporated,2.99,Hold
64.38,2.0,4,2,9,TRGP,"Targa Resources, Inc.",14.59,Buy
64.37,2.9,2,3,5,EGOV,NIC Inc.,35.38,Hold
64.36,3.0,1,3,1,BANF,BancFirst Corporation,-13.86,Hold
64.35,2.2,3,2,2,ROLL,RBC Bearings Incorporated,-2.22,Hold
64.34,2.0,3,2,6,ATGE,Adtalem Global Education Inc.,19.4,Hold
64.34,2.8,3,2,5,BFR,BBVA Banco Frances S.A.,32.72,Hold
64.33,2.4,3,2,3,STI,"SunTrust Banks, Inc.",9.29,Hold
64.31,2.5,3,2,2,CCMP,Cabot Microelectronics Corporation,5.02,Hold
64.31,6,1,3,6,RUSHB,"Rush Enterprises, Inc.",4.88,Hold
64.31,2.4,2,2,6,WYNN,"Wynn Resorts, Limited",4.17,Hold
64.31,2.0,4,2,8,ITGR,Integer Holdings Corporation,7.5,Buy
64.28,2.5,4,2,6,FMC,FMC Corporation,6.49,Buy
64.27,2.5,2,2,5,KSU,Kansas City Southern,-0.19,Hold
64.25,2.5,2,2,5,BAX,Baxter International Inc.,-0.36,Hold
64.25,3.0,3,2,8,BT,BT Group plc,7.16,Buy
64.25,2.1,2,2,8,REG,Regency Centers Corporation,9.64,Hold
64.24,2.6,1,3,3,BMI,"Badger Meter, Inc.",-11.21,Hold
64.2,1.7,3,2,4,NATI,National Instruments Corporation,-2.3,Hold
64.19,2.1,3,2,3,DOX,Amdocs Limited,0.97,Hold
64.16,2.7,2,3,7,NUS,"Nu Skin Enterprises, Inc.",-7.54,Buy
64.14,2.0,3,2,9,IRS,IRSA Inversiones Y Representaciones S.A.,-11.81,Buy
64.14,2.4,2,2,8,AES,The AES Corporation,16.49,Hold
64.08,2.6,2,3,2,AEIS,"Advanced Energy Industries, Inc.",6.16,Hold
64.05,2.1,4,2,8,CSRA,CSRA Inc.,8.47,Buy
63.99,2.4,2,2,5,DCT,DCT Industrial Trust Inc,-4.42,Hold
63.98,2.6,4,2,7,RGC,Regal Entertainment Group,13.86,Buy
63.96,2.0,3,2,11,CS,Credit Suisse Group,0.43,Buy
63.96,2.5,3,2,2,PKG,Packaging Corporation of America,2.94,Hold
63.95,2.2,3,2,9,PODD,Insulet Corporation,-7.96,Buy
63.94,2.3,3,2,10,SHOP,Shopify Inc.,1.15,Buy
63.93,2.4,3,2,3,CHKP,Check Point Software Technologies Ltd.,6.91,Hold
63.92,2.8,1,3,5,PRGS,Progress Software Corporation,5.17,Hold
63.91,2.5,3,2,6,ABX,Barrick Gold Corporation,29.31,Hold
63.91,2.5,3,2,3,HXL,Hexcel Corporation,9.29,Hold
63.9,6,3,2,9,TEAM,Atlassian Corporation Plc,-2.16,Buy
63.89,2.4,4,2,8,LBTYA,Liberty Global plc,15.01,Buy
63.87,2.3,3,2,4,COLM,Columbia Sportswear Company,10.71,Hold
63.86,2.5,3,2,4,HTLF,"Heartland Financial USA, Inc.",15.68,Hold
63.85,2.8,2,3,1,SRCE,1st Source Corporation,3.09,Hold
63.85,2.3,4,2,7,BXMT,"Capital Trust, Inc.",5.62,Buy
63.85,2.4,3,2,3,EIX,Edison International,6.45,Hold
63.84,2.8,1,3,3,EXPO,"Exponent, Inc.",-8.61,Hold
63.84,3.3,4,2,1,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",-9.48,Buy
63.83,2.5,2,2,17,DECK,Deckers Outdoor Corporation,6.67,Hold
63.83,2.8,2,2,5,GATX,GATX Corporation,4.64,Hold
63.79,2.4,2,2,6,WEX,WEX Inc.,1.07,Hold
63.77,2.6,2,2,5,ILMN,"Illumina, Inc.",-0.74,Hold
63.77,2.6,1,2,8,LIVN,LivaNova PLC,-5.72,Hold
63.76,2.6,2,3,2,IFF,"Internationa Flavors & Fragrances, Inc.",4.21,Hold
63.75,2.0,3,2,6,HMC,"Honda Motor Company, Ltd.",15.81,Hold
63.71,2.4,3,2,3,SPR,"Spirit Aerosystems Holdings, Inc.",5.59,Hold
63.7,2.3,4,2,8,AKR,Acadia Realty Trust,11.37,Buy
63.7,2.0,3,2,4,PX,"Praxair, Inc.",2.2,Hold
63.68,3.0,1,3,4,NSR,"Neustar, Inc.",2.1,Hold
63.66,2.3,3,2,5,INCR,"INC Research Holdings, Inc.",16.13,Hold
63.64,2.4,3,2,2,ABBV,AbbVie Inc.,-1.5,Hold
63.63,2.2,3,2,5,NNN,National Retail Properties,13.44,Hold
63.62,2.4,3,2,4,JRVR,"James River Group Holdings, Ltd.",11.7,Hold
63.61,2.7,2,3,2,SNV,Synovus Financial Corp.,5.84,Hold
63.59,2.5,3,2,2,PRU,"Prudential Financial, Inc.",0.72,Hold
63.56,2.4,1,2,8,FSLR,"First Solar, Inc.",-11.97,Hold
63.56,2.0,5,2,6,ORLY,"O&#39;Reilly Automotive, Inc.",14.71,Buy
63.56,2.0,4,6,6,BKFS,"Black Knight Financial Services, Inc.",1.15,Buy
63.54,2.3,3,2,4,TECD,Tech Data Corporation,8.77,Hold
63.54,3.1,1,3,3,KBH,KB Home,-2.93,Hold
63.52,2.6,2,2,5,CAT,"Caterpillar, Inc.",-2.22,Hold
63.51,1.0,4,2,4,PHG,Koninklijke Philips N.V.,1.07,Hold
63.44,2.7,4,2,5,TTS,"Tile Shop Hldgs, Inc.",49.83,Hold
63.44,2.7,2,3,2,CMA,Comerica Incorporated,4.78,Hold
63.44,2.6,3,2,4,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,15.63,Hold
63.43,2.6,3,2,3,DRI,"Darden Restaurants, Inc.",8.94,Hold
63.43,2.7,3,2,8,PMT,PennyMac Mortgage Investment Trust,-5.26,Buy
63.37,2.8,2,2,8,CM,Canadian Imperial Bank of Commerce,21.89,Hold
63.36,2.3,3,2,3,GDOT,Green Dot Corporation,1.01,Hold
63.35,3.0,1,3,3,AVX,AVX Corporation,-6.57,Hold
63.33,2.6,2,3,2,DGX,Quest Diagnostics Incorporated,1.64,Hold
63.32,3.0,3,2,9,VIRT,"Virtu Financial, Inc.",8.23,Buy
63.3,2.5,3,2,3,INGR,Ingredion Incorporated,5.61,Hold
63.27,2.5,2,2,6,CCE,Coca-Cola European Partners plc,0.45,Hold
63.25,1.9,5,2,10,KOS,Kosmos Energy Ltd.,36.99,Buy
63.23,2.6,3,2,4,HLS,HealthSouth Corporation,14.4,Hold
63.21,2.4,5,2,8,AAP,Advance Auto Parts Inc,35.9,Buy
63.2,2.4,3,2,3,AVB,"AvalonBay Communities, Inc.",2.55,Hold
63.2,2.4,2,2,8,CFG,"Citizens Financial Group, Inc.",10.89,Hold
63.18,3.0,1,3,3,AIN,Albany International Corporation,-7.58,Hold
63.18,2.6,2,3,2,RJF,"Raymond James Financial, Inc.",0.74,Hold
63.15,2.1,3,2,11,AGIO,"Agios Pharmaceuticals, Inc.",-1.93,Buy
63.15,2.6,2,2,6,ABEV,Ambev S.A.,2.26,Hold
63.15,2.4,3,2,3,AEP,"American Electric Power Company, Inc.",2.23,Hold
63.14,2.3,3,2,3,DTE,DTE Energy Company,-0.35,Hold
63.12,1.9,3,2,8,CNNX,Cone Midstream Partners LP,22.87,Hold
63.12,2.6,2,3,2,VVC,Vectren Corporation,0.4,Hold
63.09,2.0,5,2,9,DBD,Diebold Nixdorf Incorporated,31.87,Buy
63.04,2.3,4,2,8,DXC,DXC Technology Company,7.42,Buy
63.01,2.1,5,2,10,PCRX,"Pacira Pharmaceuticals, Inc.",40.54,Buy
63.01,2.3,3,2,5,MIDD,The Middleby Corporation,12.21,Hold
63.01,2.5,4,2,7,AGU,Agrium Inc.,5.56,Buy
63.0,2.7,3,2,2,PRA,ProAssurance Corporation,2.14,Hold
62.98,2.6,3,2,3,MXIM,"Maxim Integrated Products, Inc.",6.22,Hold
62.94,2.5,2,2,8,SSP,E.W. Scripps Company (The),11.79,Hold
62.93,2.1,4,2,8,ECPG,Encore Capital Group Inc,1.74,Buy
62.9,1.7,5,1,11,AFSI,"AmTrust Financial Services, Inc.",11.59,Buy
62.9,2.4,3,2,5,CUBE,CubeSmart,14.05,Hold
62.9,2.7,3,2,8,YRD,Yirendai Ltd.,-8.42,Buy
62.88,2.3,5,2,6,HDS,"HD Supply Holdings, Inc.",18.09,Buy
62.88,2.6,3,2,3,THG,"The Hanover Insurance Group, Inc.",5.61,Hold
62.87,2.5,3,2,17,AU,AngloGold Ashanti Limited,26.83,Hold
62.8,2.3,3,2,5,HBAN,Huntington Bancshares Incorporated,10.96,Hold
62.77,3.0,1,3,7,TFSL,TFS Financial Corporation,16.61,Hold
62.77,2.4,2,2,17,TRVG,trivago N.V.,-1.16,Hold
62.74,2.8,2,3,3,ONB,Old National Bancorp,9.76,Hold
62.74,2.7,2,2,7,CRS,Carpenter Technology Corporation,8.95,Hold
62.73,2.4,3,2,17,CLDR,"Cloudera, Inc.",23.66,Hold
62.7,2.3,5,2,5,AIR,AAR Corp.,10.35,Buy
62.7,2.9,2,3,1,EV,Eaton Vance Corporation,-1.32,Hold
62.68,2.5,2,3,5,ALGT,Allegiant Travel Company,15.22,Hold
62.68,2.7,3,2,3,DPS,"Dr Pepper Snapple Group, Inc",6.89,Hold
62.66,2.7,3,2,10,CLF,Cliffs Natural Resources Inc.,3.49,Buy
62.64,2.3,3,2,11,SM,SM Energy Company,50.92,Hold
62.63,2.8,2,3,3,BXS,"BancorpSouth, Inc.",9.09,Hold
62.62,2.3,3,2,2,PLUS,ePlus inc.,-10.11,Hold
62.61,2.5,3,2,5,LANC,Lancaster Colony Corporation,14.82,Hold
62.59,2.4,2,2,7,YUM,"Yum! Brands, Inc.",0.55,Hold
62.58,2.6,3,2,4,JNPR,"Juniper Networks, Inc.",10.48,Hold
62.57,2.8,3,2,3,VR,"Validus Holdings, Ltd.",8.78,Hold
62.55,2.5,2,3,2,FISV,"Fiserv, Inc.",-5.52,Hold
62.55,2.4,3,2,8,MBT,Mobile TeleSystems OJSC,31.94,Hold
62.53,2.5,3,2,5,FHN,First Horizon National Corporation,14.35,Hold
62.52,2.5,2,2,6,LULU,lululemon athletica inc.,-4.02,Hold
62.5,2.0,1,6,1,IRCP,IRSA Propiedades Comerciales S.A.,256.38,
62.45,3.0,1,3,7,DISCB,"Discovery Communications, Inc.",14.7,Hold
62.45,2.2,3,2,7,PAA,"Plains All American Pipeline, L.P.",19.67,Hold
62.42,2.1,5,2,9,DVN,Devon Energy Corporation,30.34,Buy
62.41,2.7,1,3,2,NVR,"NVR, Inc.",-26.37,Hold
62.39,2.0,4,2,11,SPLK,Splunk Inc.,16.02,Buy
62.38,2.3,3,2,4,NICE,NICE Ltd,1.79,Hold
62.36,2.5,2,3,3,DCI,"Donaldson Company, Inc.",0.02,Hold
62.36,2.4,3,2,5,EPR,EPR Properties,10.83,Hold
62.35,2.5,5,2,8,DF,Dean Foods Company,33.29,Buy
62.34,3.0,2,2,17,CADE,Cadence Bancorporation,11.71,Hold
62.32,2.3,3,2,5,MDP,Meredith Corporation,8.06,Hold
62.32,2.5,1,3,8,VCO,Vina Concha Y Toro,8.09,Hold
62.3,2.7,2,3,2,XLNX,"Xilinx, Inc.",-2.02,Hold
62.29,2.4,3,2,5,CBT,Cabot Corporation,10.38,Hold
62.29,2.5,3,2,4,UTX,United Technologies Corporation,6.24,Hold
62.27,2.7,3,3,7,DGI,"DigitalGlobe, Inc",6.13,Buy
62.25,3.2,2,3,1,LABL,Multi-Color Corporation,3.51,Hold
62.22,2.7,3,2,5,STRA,"Strayer Education, Inc.",17.49,Hold
62.21,2.2,3,2,5,BLL,Ball Corporation,4.93,Hold
62.17,2.5,3,2,5,QRVO,"Qorvo, Inc.",12.17,Hold
62.17,2.4,3,2,3,ANET,"Arista Networks, Inc.",-3.63,Hold
62.17,2.5,3,2,3,CMS,CMS Energy Corporation,-1.14,Hold
62.14,2.5,3,2,5,DISH,DISH Network Corporation,12.03,Hold
62.14,2.2,3,2,3,FICO,Fair Isaac Corporation,-8.84,Hold
62.13,2.6,2,3,4,NSC,Norfolk Souther Corporation,7.81,Hold
62.1,2.5,3,2,4,LAMR,Lamar Advertising Company,5.1,Hold
62.06,2.6,2,3,3,RBC,Regal Beloit Corporation,0.71,Hold
62.03,2.3,5,2,7,PSMT,"PriceSmart, Inc.",19.69,Buy
62.02,2.7,2,2,8,TRN,"Trinity Industries, Inc.",11.28,Hold
62.01,2.6,3,6,10,LILA,Liberty Global plc,10.06,Buy
62.0,3.2,2,3,1,BOH,Bank of Hawaii Corporation,2.0,Hold
61.99,2.8,2,3,2,BR,"Broadridge Financial Solutions, Inc.",-1.42,Hold
61.96,2.1,4,2,5,CSL,Carlisle Companies Incorporated,25.95,Hold
61.92,2.4,3,2,8,AKS,AK Steel Holding Corporation,28.21,Hold
61.92,2.3,4,2,9,GDDY,GoDaddy Inc.,7.33,Buy
61.9,2.8,1,3,3,JOBS,"51job, Inc.",-20.25,Hold
61.89,2.2,5,2,17,BOBE,"Bob Evans Farms, Inc.",14.45,Buy
61.89,2.5,2,2,8,SYMC,Symantec Corporation,5.53,Hold
61.88,3.2,2,3,9,NSM,Nationstar Mortgage Holdings Inc.,4.63,Buy
61.87,3.0,1,3,4,ESGR,Enstar Group Limited,-8.78,Hold
61.87,2.6,2,2,7,MTOR,"Meritor, Inc.",1.24,Hold
61.87,2.4,2,2,17,TREX,"Trex Company, Inc.",-5.64,Hold
61.8,2.6,5,2,5,GS,"Goldman Sachs Group, Inc. (The)",12.49,Buy
61.77,3.0,1,3,5,WOR,"Worthington Industries, Inc.",-2.73,Hold
61.76,3.3,1,3,4,BHE,"Benchmark Electronics, Inc.",-1.93,Hold
61.75,1.7,2,3,17,SNN,"Smith & Nephew SNATS, Inc.",1.25,Hold
61.73,2.7,3,2,2,ALG,"Alamo Group, Inc.",-5.43,Hold
61.71,3.1,2,3,2,FULT,Fulton Financial Corporation,4.4,Hold
61.71,2.5,5,2,11,CBI,Chicago Bridge & Iron Company N.V.,49.42,Buy
61.69,2.4,3,2,4,SJI,"South Jersey Industries, Inc.",0.15,Hold
61.69,2.7,3,2,4,TDY,Teledyne Technologies Incorporated,7.64,Hold
61.67,2.8,1,3,9,EEP,"Enbridge Energy, L.P.",18.38,Hold
61.66,2.3,3,2,5,TIF,Tiffany & Co.,4.11,Hold
61.63,2.9,2,3,5,TUP,Tupperware Brands Corporation,18.92,Hold
61.62,2.8,1,3,7,CHH,"Choice Hotels International, Inc.",4.69,Hold
61.62,2.3,3,2,5,OGE,OGE Energy Corporation,3.87,Hold
61.62,2.5,2,2,7,TU,TELUS Corporation,-2.8,Hold
61.6,2.3,3,2,5,MASI,Masimo Corporation,3.76,Hold
61.6,2.0,3,3,5,SNHY,Sun Hydraulics Corporation,9.68,Outperform
61.6,3.0,4,2,9,EGL,"Engility Holdings, Inc.",22.95,Buy
61.6,2.5,3,2,5,HRL,Hormel Foods Corporation,8.79,Hold
61.57,2.4,3,2,6,FLO,"Flowers Foods, Inc.",12.74,Hold
61.54,2.6,3,2,8,VIAB,Viacom Inc.,30.93,Hold
61.54,2.5,2,3,4,PPL,PPL Corporation,1.73,Hold
61.53,2.3,5,2,4,JJSF,J & J Snack Foods Corp.,-3.31,Buy
61.53,2.1,3,2,7,ROIC,Retail Opportunity Investments Corp.,11.7,Hold
